ID_Contrato,Nome_Assessoria,Data_Envio_Assessoria,Dias_Em_Atraso_Inicial,Valor_Inadimplente_Inicial,Status_Cobranca,Score_Interno_Risco,Regiao_Cliente
CONTR_2026_08137,Vertice Asset e Cobranca,2026-04-29,108,1364.85,Insucesso,55.0,Sudeste
CONTR_2026_08138,Vertice Asset e Cobranca,2026-04-05,78,10844.42,Acordo Firmado,81.0,Sudeste
CONTR_2026_08139,Nexus Mediacao Financeira,2026-04-01,43,1636.04,Ajuizado,91.0,Norte
CONTR_2026_08140,Vertice Asset e Cobranca,2026-04-24,70,11090.1,Acordo Firmado,65.0,Sul
CONTR_2026_08141,Fenix Recuperacao de Credito,2026-03-26,58,21485.37,Em Aberto,51.0,Sudeste
CONTR_2026_08142,Acerta Credito Integrado,2026-04-18,53,13066.27,Insucesso,69.0,Sudeste
CONTR_2026_08143,Nexus Mediacao Financeira,2026-04-29,23,17822.64,Em Aberto,76.0,Nordeste
CONTR_2026_08144,Vertice Asset e Cobranca,2026-01-01,92,1318.06,Insucesso,25.0,Nordeste
CONTR_2026_08145,Vertice Asset e Cobranca,2026-03-20,61,1257.17,Insucesso,25.0,Sudeste
CONTR_2026_08146,Fenix Recuperacao de Credito,2026-03-08,146,2380.5,Em Aberto,12.0,Nordeste
CONTR_2026_08147,Vertice Asset e Cobranca,2026-01-06,119,9215.1,Em Aberto,11.0,Nordeste
CONTR_2026_08148,Fenix Recuperacao de Credito,2026-03-19,138,1668.34,Acordo Firmado,94.0,Sudeste
CONTR_2026_08149,Vertice Asset e Cobranca,2026-02-24,111,8062.32,Em Aberto,48.0,Sul
CONTR_2026_08150,Vertice Asset e Cobranca,2026-02-07,72,1263.2,Acordo Firmado,91.0,Sudeste
CONTR_2026_08151,Nexus Mediacao Financeira,2026-02-02,99,7767.07,Acordo Firmado,81.0,Centro-Oeste
CONTR_2026_08152,Acerta Credito Integrado,2026-04-26,80,2638.87,Em Aberto,94.0,Nordeste
CONTR_2026_08153,Fenix Recuperacao de Credito,2026-04-12,100,4103.01,Ajuizado,3.0,Sudeste
CONTR_2026_08154,Fenix Recuperacao de Credito,2026-01-08,116,19954.93,Acordo Firmado,75.0,Nordeste
CONTR_2026_08155,Acerta Credito Integrado,2026-03-31,107,5211.85,Acordo Firmado,49.0,Nordeste
CONTR_2026_08156,Fenix Recuperacao de Credito,2026-03-20,90,1587.77,Em Aberto,33.0,Centro-Oeste
CONTR_2026_08157,Acerta Credito Integrado,2026-03-19,91,11523.03,Insucesso,47.0,Sudeste
CONTR_2026_08158,Vertice Asset e Cobranca,2026-04-22,96,3155.35,Em Aberto,73.0,Sudeste
CONTR_2026_08159,Vertice Asset e Cobranca,2026-01-20,123,5601.64,Em Aberto,18.0,Nordeste
CONTR_2026_08160,Acerta Credito Integrado,2026-02-24,75,7420.02,Insucesso,1.0,Nordeste
CONTR_2026_08161,Vertice Asset e Cobranca,2026-02-17,82,8714.44,Em Aberto,70.0,Sudeste
CONTR_2026_08162,Fenix Recuperacao de Credito,2026-03-24,74,4032.53,Em Aberto,98.0,Sul
CONTR_2026_08163,Vertice Asset e Cobranca,2026-02-25,94,8615.96,Insucesso,5.0,Sul
CONTR_2026_08164,Vertice Asset e Cobranca,2026-04-07,109,1821.55,Acordo Firmado,3.0,Sudeste
CONTR_2026_08165,Vertice Asset e Cobranca,2026-04-10,98,4929.25,Acordo Firmado,90.0,Norte
CONTR_2026_08166,Vertice Asset e Cobranca,2026-03-29,88,1310.64,Acordo Firmado,70.0,Nordeste
CONTR_2026_08167,Fenix Recuperacao de Credito,2026-01-10,122,3806.66,Em Aberto,11.0,Sudeste
CONTR_2026_08168,Nexus Mediacao Financeira,2026-02-21,66,3468.81,Em Aberto,75.0,Sul
CONTR_2026_08169,Vertice Asset e Cobranca,2026-02-19,45,20313.8,Acordo Firmado,40.0,Nordeste
CONTR_2026_08170,Fenix Recuperacao de Credito,2026-02-03,99,3736.23,Acordo Firmado,64.0,Centro-Oeste
CONTR_2026_08171,Acerta Credito Integrado,2026-02-05,88,13080.74,Acordo Firmado,80.0,Sudeste
CONTR_2026_08172,Acerta Credito Integrado,2026-04-21,84,4057.3,Em Aberto,84.0,Sudeste
CONTR_2026_08173,Vertice Asset e Cobranca,2026-03-02,50,5011.28,Acordo Firmado,84.0,Sudeste
CONTR_2026_08174,Vertice Asset e Cobranca,2026-04-10,95,3359.43,Acordo Firmado,90.0,Centro-Oeste
CONTR_2026_08175,Nexus Mediacao Financeira,2026-01-16,143,6308.47,Insucesso,58.0,Sudeste
CONTR_2026_08176,Vertice Asset e Cobranca,2026-03-20,50,7918.48,Insucesso,99.0,Nordeste
CONTR_2026_08177,Fenix Recuperacao de Credito,2026-01-18,85,9028.54,Acordo Firmado,25.0,Centro-Oeste
CONTR_2026_08178,Acerta Credito Integrado,2026-03-12,92,7119.86,Acordo Firmado,30.0,Nordeste
CONTR_2026_08179,Fenix Recuperacao de Credito,2026-02-16,76,3202.0,Em Aberto,40.0,Nordeste
CONTR_2026_08180,Fenix Recuperacao de Credito,2026-03-27,94,3206.84,Insucesso,25.0,Sudeste
CONTR_2026_08181,Fenix Recuperacao de Credito,2026-02-01,76,3337.85,Acordo Firmado,10.0,Sudeste
CONTR_2026_08182,Fenix Recuperacao de Credito,2026-02-12,94,1392.83,Acordo Firmado,57.0,Sudeste
CONTR_2026_08183,Fenix Recuperacao de Credito,2026-03-24,82,15528.08,Insucesso,35.0,Nordeste
CONTR_2026_08184,Vertice Asset e Cobranca,2026-02-09,73,2289.07,Acordo Firmado,27.0,Sudeste
CONTR_2026_08185,Vertice Asset e Cobranca,2026-04-30,87,2067.06,Acordo Firmado,68.0,Nordeste
CONTR_2026_08186,Fenix Recuperacao de Credito,2026-03-06,104,5218.77,Acordo Firmado,62.0,Sudeste
CONTR_2026_08187,Fenix Recuperacao de Credito,2026-02-04,43,1442.88,Insucesso,80.0,Sudeste
CONTR_2026_08188,Fenix Recuperacao de Credito,2026-03-10,110,10295.96,Ajuizado,29.0,Nordeste
CONTR_2026_08189,Nexus Mediacao Financeira,2026-02-19,68,11645.46,Acordo Firmado,99.0,Sudeste
CONTR_2026_08190,Vertice Asset e Cobranca,2026-01-12,108,3735.91,Acordo Firmado,21.0,Sudeste
CONTR_2026_08191,Acerta Credito Integrado,2026-03-17,69,18975.01,Em Aberto,41.0,Sul
CONTR_2026_08192,Vertice Asset e Cobranca,2026-03-26,111,3159.71,Insucesso,31.0,Sudeste
CONTR_2026_08193,Vertice Asset e Cobranca,2026-02-27,88,2707.12,Acordo Firmado,19.0,Nordeste
CONTR_2026_08194,Fenix Recuperacao de Credito,2026-03-24,62,24072.81,Insucesso,38.0,Nordeste
CONTR_2026_08195,Vertice Asset e Cobranca,2026-03-04,76,2640.45,Em Aberto,32.0,Sudeste
CONTR_2026_08196,Vertice Asset e Cobranca,2026-03-14,125,4137.21,Em Aberto,4.0,Sudeste
CONTR_2026_08197,Nexus Mediacao Financeira,2026-04-17,91,5932.05,Ajuizado,78.0,Nordeste
CONTR_2026_08198,Vertice Asset e Cobranca,2026-02-18,76,3146.95,Em Aberto,65.0,Sudeste
CONTR_2026_08199,Nexus Mediacao Financeira,2026-04-22,124,3624.3,Em Aberto,83.0,Sudeste
CONTR_2026_08200,Fenix Recuperacao de Credito,2026-02-05,115,7578.4,Insucesso,48.0,Nordeste
CONTR_2026_08201,Fenix Recuperacao de Credito,2026-04-16,64,7619.14,Acordo Firmado,32.0,Sudeste
CONTR_2026_08202,Vertice Asset e Cobranca,2026-02-23,83,9338.48,Em Aberto,8.0,Sul
CONTR_2026_08203,Fenix Recuperacao de Credito,2026-02-16,37,5703.34,Acordo Firmado,5.0,Sudeste
CONTR_2026_08204,Vertice Asset e Cobranca,2026-04-25,116,2529.76,Acordo Firmado,72.0,Sudeste
CONTR_2026_08205,Nexus Mediacao Financeira,2026-02-01,90,3225.65,Em Aberto,49.0,Sudeste
CONTR_2026_08206,Vertice Asset e Cobranca,2026-04-09,110,12748.39,Insucesso,70.0,Nordeste
CONTR_2026_08207,Fenix Recuperacao de Credito,2026-04-05,32,7816.19,Acordo Firmado,99.0,Centro-Oeste
CONTR_2026_08208,Fenix Recuperacao de Credito,2026-02-22,81,1660.73,Ajuizado,51.0,Nordeste
CONTR_2026_08209,Vertice Asset e Cobranca,2026-04-29,95,8204.33,Acordo Firmado,60.0,Sudeste
CONTR_2026_08210,Fenix Recuperacao de Credito,2026-02-01,26,3207.3,Acordo Firmado,61.0,Nordeste
CONTR_2026_08211,Fenix Recuperacao de Credito,2026-03-03,109,1317.5,Acordo Firmado,62.0,Sudeste
CONTR_2026_08212,Acerta Credito Integrado,2026-02-06,80,4505.64,Em Aberto,75.0,Nordeste
CONTR_2026_08213,Fenix Recuperacao de Credito,2026-04-06,37,11944.87,Acordo Firmado,13.0,Sul
CONTR_2026_08214,Nexus Mediacao Financeira,2026-04-17,74,4138.08,Insucesso,89.0,Nordeste
CONTR_2026_08215,Vertice Asset e Cobranca,2026-04-30,103,23659.29,Acordo Firmado,51.0,Nordeste
CONTR_2026_08216,Nexus Mediacao Financeira,2026-04-11,62,2180.54,Insucesso,29.0,Sudeste
CONTR_2026_08217,Nexus Mediacao Financeira,2026-04-13,88,3360.82,Acordo Firmado,20.0,Sudeste
CONTR_2026_08218,Vertice Asset e Cobranca,2026-02-07,77,1283.79,Em Aberto,35.0,Nordeste
CONTR_2026_08219,Vertice Asset e Cobranca,2026-01-30,30,1458.33,Em Aberto,90.0,Nordeste
CONTR_2026_08220,Acerta Credito Integrado,2026-02-27,108,3387.23,Insucesso,84.0,Nordeste
CONTR_2026_08221,Acerta Credito Integrado,2026-02-01,114,4957.99,Acordo Firmado,41.0,Sul
CONTR_2026_08222,Fenix Recuperacao de Credito,2026-04-19,124,2553.1,Acordo Firmado,44.0,Sudeste
CONTR_2026_08223,Fenix Recuperacao de Credito,2026-03-07,90,2110.37,Ajuizado,44.0,Nordeste
CONTR_2026_08224,Acerta Credito Integrado,2026-02-20,104,3929.45,Acordo Firmado,6.0,Sudeste
CONTR_2026_08225,Vertice Asset e Cobranca,2026-01-11,41,2135.72,Insucesso,63.0,Sudeste
CONTR_2026_08226,Nexus Mediacao Financeira,2026-02-28,97,6183.39,Insucesso,17.0,Nordeste
CONTR_2026_08227,Vertice Asset e Cobranca,2026-01-20,80,16737.68,Acordo Firmado,91.0,Sudeste
CONTR_2026_08228,Fenix Recuperacao de Credito,2026-02-06,87,9413.51,Insucesso,41.0,Sudeste
CONTR_2026_08229,Nexus Mediacao Financeira,2026-03-14,56,2411.72,Acordo Firmado,83.0,Sudeste
CONTR_2026_08230,Nexus Mediacao Financeira,2026-04-12,123,16293.5,Ajuizado,96.0,Nordeste
CONTR_2026_08231,Fenix Recuperacao de Credito,2026-02-18,40,8154.08,Insucesso,23.0,Nordeste
CONTR_2026_08232,Vertice Asset e Cobranca,2026-01-19,98,2041.93,Em Aberto,38.0,Norte
CONTR_2026_08233,Acerta Credito Integrado,2026-02-24,62,5530.73,Insucesso,41.0,Norte
CONTR_2026_08234,Nexus Mediacao Financeira,2026-02-09,153,18177.86,Acordo Firmado,31.0,Nordeste
CONTR_2026_08235,Fenix Recuperacao de Credito,2026-01-07,110,1708.82,Em Aberto,16.0,Sudeste
CONTR_2026_08236,Nexus Mediacao Financeira,2026-01-05,89,2780.44,Ajuizado,3.0,Nordeste
CONTR_2026_08237,Acerta Credito Integrado,2026-04-21,59,3542.76,Em Aberto,80.0,Sul
CONTR_2026_08238,Acerta Credito Integrado,2026-02-11,116,1814.2,Em Aberto,16.0,Nordeste
CONTR_2026_08239,Nexus Mediacao Financeira,2026-03-29,15,2977.99,Em Aberto,68.0,Sudeste
CONTR_2026_08240,Fenix Recuperacao de Credito,2026-02-17,101,7093.56,Acordo Firmado,51.0,Sudeste
CONTR_2026_08241,Acerta Credito Integrado,2026-04-15,105,4443.15,Insucesso,54.0,Nordeste
CONTR_2026_08242,Nexus Mediacao Financeira,2026-01-07,9999,3932.9,Em Aberto,92.0,Sudeste
CONTR_2026_08243,Fenix Recuperacao de Credito,2026-01-11,115,4027.63,Ajuizado,87.0,Norte
CONTR_2026_08244,Vertice Asset e Cobranca,2026-03-14,73,8328.34,Em Aberto,42.0,Nordeste
CONTR_2026_08245,Vertice Asset e Cobranca,2026-02-18,106,24911.21,Insucesso,64.0,Sudeste
CONTR_2026_08246,Nexus Mediacao Financeira,2026-01-30,69,5641.5,Ajuizado,19.0,Nordeste
CONTR_2026_08247,Fenix Recuperacao de Credito,2026-02-10,65,8162.57,Acordo Firmado,89.0,Nordeste
CONTR_2026_08248,Nexus Mediacao Financeira,2026-01-03,59,3530.54,Insucesso,83.0,Sudeste
CONTR_2026_08249,Fenix Recuperacao de Credito,2026-03-27,82,11053.48,Em Aberto,62.0,Centro-Oeste
CONTR_2026_08250,Acerta Credito Integrado,2026-02-09,123,3926.45,Ajuizado,3.0,Nordeste
CONTR_2026_08251,Fenix Recuperacao de Credito,2026-02-20,141,14876.31,Em Aberto,8.0,Nordeste
CONTR_2026_08252,Vertice Asset e Cobranca,2026-03-25,81,8003.22,Insucesso,90.0,Nordeste
CONTR_2026_08253,Fenix Recuperacao de Credito,2026-02-01,70,7345.48,Em Aberto,31.0,Norte
CONTR_2026_08254,Nexus Mediacao Financeira,2026-02-17,129,2913.4,Em Aberto,19.0,Nordeste
CONTR_2026_08255,Vertice Asset e Cobranca,2026-03-12,103,9151.54,Em Aberto,81.0,Nordeste
CONTR_2026_08256,Acerta Credito Integrado,2026-03-12,90,1756.23,Em Aberto,65.0,Norte
CONTR_2026_08257,Vertice Asset e Cobranca,2026-01-20,56,5061.21,Acordo Firmado,53.0,Nordeste
CONTR_2026_08258,Vertice Asset e Cobranca,2026-03-30,132,7847.25,Acordo Firmado,13.0,Nordeste
CONTR_2026_08259,Nexus Mediacao Financeira,2026-04-19,92,11953.27,Em Aberto,59.0,Centro-Oeste
CONTR_2026_08260,Acerta Credito Integrado,2026-02-04,90,5415.82,Insucesso,57.0,Centro-Oeste
CONTR_2026_08261,Fenix Recuperacao de Credito,2026-04-18,106,2694.21,Em Aberto,43.0,Sul
CONTR_2026_08262,Fenix Recuperacao de Credito,2026-01-24,90,10647.79,Em Aberto,12.0,Norte
CONTR_2026_08263,Acerta Credito Integrado,2026-02-09,134,8504.67,Acordo Firmado,96.0,Nordeste
CONTR_2026_08264,Fenix Recuperacao de Credito,2026-03-18,120,2033.61,Em Aberto,88.0,Sudeste
CONTR_2026_08265,Acerta Credito Integrado,2026-02-21,73,11493.79,Em Aberto,98.0,Sul
CONTR_2026_08266,Fenix Recuperacao de Credito,2026-04-22,92,17279.06,Acordo Firmado,24.0,Norte
CONTR_2026_08267,Nexus Mediacao Financeira,2026-02-08,72,5058.08,Em Aberto,42.0,Centro-Oeste
CONTR_2026_08268,Vertice Asset e Cobranca,2026-03-09,146,1395.6,Acordo Firmado,9.0,Nordeste
CONTR_2026_08269,Nexus Mediacao Financeira,2026-03-02,68,13561.79,Insucesso,48.0,Nordeste
CONTR_2026_08270,Nexus Mediacao Financeira,2026-03-17,86,1854.91,Em Aberto,68.0,Sudeste
CONTR_2026_08271,Vertice Asset e Cobranca,2026-03-22,100,6213.63,Insucesso,48.0,Centro-Oeste
CONTR_2026_08272,Fenix Recuperacao de Credito,2026-03-06,105,3761.69,Em Aberto,25.0,Nordeste
CONTR_2026_08273,Fenix Recuperacao de Credito,2026-03-03,110,25362.65,Em Aberto,100.0,Nordeste
CONTR_2026_08274,Nexus Mediacao Financeira,2026-03-22,114,13654.5,Acordo Firmado,24.0,Nordeste
CONTR_2026_08275,Nexus Mediacao Financeira,2026-01-02,110,8874.06,Em Aberto,23.0,Sudeste
CONTR_2026_08276,Acerta Credito Integrado,2026-01-06,77,2311.2,Em Aberto,62.0,Nordeste
CONTR_2026_08277,Nexus Mediacao Financeira,2026-04-18,73,7206.43,Acordo Firmado,79.0,Nordeste
CONTR_2026_08278,Vertice Asset e Cobranca,2026-03-16,91,5444.86,Em Aberto,89.0,Sudeste
CONTR_2026_08279,Vertice Asset e Cobranca,2026-04-27,73,1927.13,Acordo Firmado,61.0,Sudeste
CONTR_2026_08280,Fenix Recuperacao de Credito,2026-02-12,70,9115.95,Acordo Firmado,10.0,Sul
CONTR_2026_08281,Vertice Asset e Cobranca,2026-03-23,77,1652.12,Em Aberto,10.0,Sudeste
CONTR_2026_08282,Vertice Asset e Cobranca,2026-02-09,153,4485.13,Insucesso,70.0,Sudeste
CONTR_2026_08283,Acerta Credito Integrado,2026-03-30,136,3980.54,Em Aberto,69.0,Nordeste
CONTR_2026_08284,Vertice Asset e Cobranca,2026-02-08,82,9404.58,Em Aberto,60.0,Nordeste
CONTR_2026_08285,Nexus Mediacao Financeira,2026-01-28,28,3989.3,Insucesso,93.0,Sudeste
CONTR_2026_08286,Acerta Credito Integrado,2026-04-20,72,7125.93,Acordo Firmado,84.0,Sudeste
CONTR_2026_08287,Vertice Asset e Cobranca,2026-03-21,116,4452.94,Acordo Firmado,65.0,Nordeste
CONTR_2026_08288,Fenix Recuperacao de Credito,2026-03-04,43,5561.62,Em Aberto,86.0,Nordeste
CONTR_2026_08289,Fenix Recuperacao de Credito,2026-03-05,108,2579.04,Ajuizado,57.0,Nordeste
CONTR_2026_08290,Nexus Mediacao Financeira,2026-01-12,106,2331.07,Acordo Firmado,87.0,Sul
CONTR_2026_08291,Vertice Asset e Cobranca,2026-02-10,90,7387.88,Em Aberto,90.0,Centro-Oeste
CONTR_2026_08292,Nexus Mediacao Financeira,2026-04-26,88,1852.43,Ajuizado,14.0,Sudeste
CONTR_2026_08293,Fenix Recuperacao de Credito,2026-01-29,62,2167.83,Ajuizado,36.0,Sul
CONTR_2026_08294,Fenix Recuperacao de Credito,2026-01-23,110,15346.55,Insucesso,62.0,Nordeste
CONTR_2026_08295,Acerta Credito Integrado,2026-03-26,99,2660.65,Insucesso,76.0,Centro-Oeste
CONTR_2026_08296,Acerta Credito Integrado,2026-03-21,75,3152.6,Em Aberto,15.0,Centro-Oeste
CONTR_2026_08297,Nexus Mediacao Financeira,2026-04-27,66,6214.62,Em Aberto,49.0,Nordeste
CONTR_2026_08298,Nexus Mediacao Financeira,2026-02-20,54,4102.26,Em Aberto,80.0,Sul
CONTR_2026_08299,Fenix Recuperacao de Credito,2026-04-22,101,5293.56,Em Aberto,15.0,Sudeste
CONTR_2026_08300,Acerta Credito Integrado,2026-04-15,83,1980.89,Insucesso,72.0,Sudeste
CONTR_2026_08301,Acerta Credito Integrado,2026-02-14,9999,6779.93,Insucesso,44.0,Sudeste
CONTR_2026_08302,Vertice Asset e Cobranca,2026-03-31,43,2051.47,Insucesso,78.0,Nordeste
CONTR_2026_08303,Acerta Credito Integrado,2026-04-11,57,8086.19,Acordo Firmado,2.0,Sul
CONTR_2026_08304,Fenix Recuperacao de Credito,2026-01-22,53,4907.67,Acordo Firmado,76.0,Nordeste
CONTR_2026_08305,Fenix Recuperacao de Credito,2026-04-25,113,9669.35,Acordo Firmado,63.0,Sudeste
CONTR_2026_08306,Fenix Recuperacao de Credito,2026-01-10,95,2147.84,Insucesso,24.0,Sudeste
CONTR_2026_08307,Fenix Recuperacao de Credito,2026-01-07,81,3570.38,Em Aberto,2.0,Sudeste
CONTR_2026_08308,Vertice Asset e Cobranca,2026-03-14,123,10581.1,Acordo Firmado,82.0,Sul
CONTR_2026_08309,Vertice Asset e Cobranca,2026-03-30,118,9215.1,Acordo Firmado,4.0,Nordeste
CONTR_2026_08310,Nexus Mediacao Financeira,2026-04-20,123,18070.92,Insucesso,92.0,Sul
CONTR_2026_08311,Vertice Asset e Cobranca,2026-01-15,82,2454.89,Em Aberto,89.0,Sudeste
CONTR_2026_08312,Vertice Asset e Cobranca,2026-03-18,47,5072.09,Acordo Firmado,40.0,Sudeste
CONTR_2026_08313,Fenix Recuperacao de Credito,2026-04-16,141,1290.23,Insucesso,7.0,Norte
CONTR_2026_08314,Nexus Mediacao Financeira,2026-02-15,105,17995.66,Ajuizado,76.0,Centro-Oeste
CONTR_2026_08315,Vertice Asset e Cobranca,2026-03-31,106,2162.63,Em Aberto,61.0,Nordeste
CONTR_2026_08316,Vertice Asset e Cobranca,2026-03-26,110,12954.03,Acordo Firmado,44.0,Norte
CONTR_2026_08317,Acerta Credito Integrado,2026-03-28,172,6871.19,Em Aberto,83.0,Nordeste
CONTR_2026_08318,Acerta Credito Integrado,2026-03-02,86,15011.09,Acordo Firmado,68.0,Nordeste
CONTR_2026_08319,Acerta Credito Integrado,2026-04-18,133,2626.62,Acordo Firmado,2.0,Sudeste
CONTR_2026_08320,Vertice Asset e Cobranca,2026-04-02,64,3316.85,Insucesso,88.0,Sul
CONTR_2026_08321,Fenix Recuperacao de Credito,2026-03-02,114,2098.04,Em Aberto,45.0,Nordeste
CONTR_2026_08322,Nexus Mediacao Financeira,2026-02-20,143,3944.66,Em Aberto,11.0,Nordeste
CONTR_2026_08323,Fenix Recuperacao de Credito,2026-02-07,88,15934.66,Acordo Firmado,88.0,Sul
CONTR_2026_08324,Vertice Asset e Cobranca,2026-01-12,32,5433.39,Em Aberto,39.0,Sudeste
CONTR_2026_08325,Fenix Recuperacao de Credito,2026-03-29,107,3890.35,Ajuizado,73.0,Sudeste
CONTR_2026_08326,Acerta Credito Integrado,2026-03-18,83,3164.22,Insucesso,7.0,Norte
CONTR_2026_08327,Fenix Recuperacao de Credito,2026-04-14,115,5594.51,Acordo Firmado,29.0,Sul
CONTR_2026_08328,Fenix Recuperacao de Credito,2026-04-22,76,7622.61,Em Aberto,99.0,Nordeste
CONTR_2026_08329,Acerta Credito Integrado,2026-03-07,161,3811.02,Acordo Firmado,64.0,Nordeste
CONTR_2026_08330,Vertice Asset e Cobranca,2026-02-23,93,2512.66,Em Aberto,24.0,Sul
CONTR_2026_08331,Acerta Credito Integrado,2026-02-08,113,5597.44,Ajuizado,67.0,Sudeste
CONTR_2026_08332,Nexus Mediacao Financeira,2026-03-17,60,3475.08,Acordo Firmado,1.0,Sul
CONTR_2026_08333,Acerta Credito Integrado,2026-02-08,54,27057.92,Insucesso,97.0,Sul
CONTR_2026_08334,Vertice Asset e Cobranca,2026-04-25,51,4108.43,Ajuizado,46.0,Sudeste
CONTR_2026_08335,Acerta Credito Integrado,2026-03-19,51,4050.13,Insucesso,98.0,Norte
CONTR_2026_08336,Vertice Asset e Cobranca,2026-01-30,110,10346.28,Em Aberto,43.0,Sul
CONTR_2026_08337,Fenix Recuperacao de Credito,2026-04-15,71,2645.21,Insucesso,10.0,Nordeste
CONTR_2026_08338,Vertice Asset e Cobranca,2026-04-24,51,1541.32,Insucesso,79.0,Sul
CONTR_2026_08339,Vertice Asset e Cobranca,2026-04-17,69,10814.54,Acordo Firmado,75.0,Sudeste
CONTR_2026_08340,Acerta Credito Integrado,2026-02-17,111,5646.3,Insucesso,33.0,Nordeste
CONTR_2026_08341,Acerta Credito Integrado,2026-03-24,110,2706.58,Em Aberto,61.0,Sudeste
CONTR_2026_08342,Nexus Mediacao Financeira,2026-01-31,119,3298.52,Ajuizado,96.0,Sudeste
CONTR_2026_08343,Fenix Recuperacao de Credito,2026-04-17,81,3972.58,Em Aberto,38.0,Sudeste
CONTR_2026_08344,Vertice Asset e Cobranca,2026-04-24,149,6903.28,Em Aberto,20.0,Sudeste
CONTR_2026_08345,Vertice Asset e Cobranca,2026-04-17,122,4357.27,Acordo Firmado,96.0,Sudeste
CONTR_2026_08346,Acerta Credito Integrado,2026-01-25,54,3719.41,Em Aberto,72.0,Sudeste
CONTR_2026_08347,Acerta Credito Integrado,2026-03-09,114,8781.25,Em Aberto,53.0,Sudeste
CONTR_2026_08348,Fenix Recuperacao de Credito,2026-04-24,90,1572.8,Em Aberto,55.0,Sul
CONTR_2026_08349,Vertice Asset e Cobranca,2026-02-20,85,6485.48,Acordo Firmado,17.0,Sul
CONTR_2026_08350,Nexus Mediacao Financeira,2026-01-13,90,4179.41,Em Aberto,46.0,Sudeste
CONTR_2026_08351,Acerta Credito Integrado,2026-04-10,70,3238.74,Insucesso,100.0,Nordeste
CONTR_2026_08352,Fenix Recuperacao de Credito,2026-03-04,120,14326.07,Acordo Firmado,2.0,Sudeste
CONTR_2026_08353,Acerta Credito Integrado,2026-02-11,72,8723.8,Acordo Firmado,98.0,Nordeste
CONTR_2026_08354,Nexus Mediacao Financeira,2026-02-23,73,2437.56,Em Aberto,11.0,Sudeste
CONTR_2026_08355,Fenix Recuperacao de Credito,2026-04-11,112,6482.6,Em Aberto,78.0,Norte
CONTR_2026_08356,Vertice Asset e Cobranca,2026-03-08,155,9837.91,Em Aberto,82.0,Sul
CONTR_2026_08357,Vertice Asset e Cobranca,2026-03-21,75,23906.08,Em Aberto,10.0,Sudeste
CONTR_2026_08358,Nexus Mediacao Financeira,2026-03-31,52,7193.68,Acordo Firmado,23.0,Sul
CONTR_2026_08359,Fenix Recuperacao de Credito,2026-04-14,124,7067.07,Acordo Firmado,88.0,Sul
CONTR_2026_08360,Fenix Recuperacao de Credito,2026-02-25,95,5950.43,Em Aberto,44.0,Sudeste
CONTR_2026_08361,Acerta Credito Integrado,2026-04-13,105,1404.12,Em Aberto,75.0,Centro-Oeste
CONTR_2026_08362,Fenix Recuperacao de Credito,2026-01-19,91,5598.06,Acordo Firmado,56.0,Nordeste
CONTR_2026_08363,Fenix Recuperacao de Credito,2026-02-15,107,9375.0,Acordo Firmado,28.0,Sudeste
CONTR_2026_08364,Vertice Asset e Cobranca,2026-01-15,100,3716.09,Em Aberto,27.0,Nordeste
CONTR_2026_08365,Nexus Mediacao Financeira,2026-02-01,74,5621.29,Acordo Firmado,48.0,Nordeste
CONTR_2026_08366,Acerta Credito Integrado,2026-02-18,111,14251.55,Em Aberto,72.0,Norte
CONTR_2026_08367,Vertice Asset e Cobranca,2026-01-21,105,2143.92,Insucesso,37.0,Sudeste
CONTR_2026_08368,Acerta Credito Integrado,2026-03-06,78,2845.83,Acordo Firmado,64.0,Sul
CONTR_2026_08369,Nexus Mediacao Financeira,2026-03-11,84,1784.45,Em Aberto,47.0,Centro-Oeste
CONTR_2026_08370,Fenix Recuperacao de Credito,2026-01-27,66,4668.18,Em Aberto,49.0,Norte
CONTR_2026_08371,Fenix Recuperacao de Credito,2026-01-23,103,10351.96,Insucesso,66.0,Nordeste
CONTR_2026_08372,Vertice Asset e Cobranca,2026-02-16,9999,4056.57,Em Aberto,45.0,Sul
CONTR_2026_08373,Vertice Asset e Cobranca,2026-04-05,88,1561.99,Em Aberto,58.0,Sudeste
CONTR_2026_08374,Acerta Credito Integrado,2026-01-12,55,2729.49,Acordo Firmado,65.0,Sudeste
CONTR_2026_08375,Nexus Mediacao Financeira,2026-03-26,29,12223.05,Em Aberto,68.0,Nordeste
CONTR_2026_08376,Vertice Asset e Cobranca,2026-04-26,83,5276.85,Insucesso,3.0,Sul
CONTR_2026_08377,Fenix Recuperacao de Credito,2026-03-07,97,13471.18,Acordo Firmado,90.0,Nordeste
CONTR_2026_08378,Fenix Recuperacao de Credito,2026-01-05,109,10192.05,Insucesso,71.0,Nordeste
CONTR_2026_08379,Nexus Mediacao Financeira,2026-01-09,123,3874.67,Em Aberto,86.0,Sul
CONTR_2026_08380,Vertice Asset e Cobranca,2026-01-20,79,6219.38,Em Aberto,10.0,Nordeste
CONTR_2026_08381,Nexus Mediacao Financeira,2026-04-20,42,6659.55,Em Aberto,10.0,Sudeste
CONTR_2026_08382,Fenix Recuperacao de Credito,2026-03-23,74,8067.83,Acordo Firmado,39.0,Nordeste
CONTR_2026_08383,Nexus Mediacao Financeira,2026-03-04,155,3224.58,Acordo Firmado,65.0,Sul
